DBN,Year,percent_level3_4
23K522,2016,14
23K522,2017,16.7
23K522,2018,9.2
23K522,2019,2.4
23K599,2015,66.7
23K599,2016,70.7
23K599,2017,60.3
23K599,2018,77.8
23K599,2019,72.7
23K644,2013,6.4
23K644,2014,16.1
23K644,2015,18.6
23K644,2016,23.1
23K644,2017,25.6
23K644,2018,36.7
23K644,2019,49.6
23K664,2014,2.3
23K664,2015,5.5
23K664,2016,4.2
23K664,2017,12.5
23K664,2018,24
23K664,2019,13.8
23K668,2014,17.5
23K668,2015,16.2
23K668,2016,14.6
23K668,2017,12.6
23K668,2018,14.4
23K668,2019,15.6
23K671,2013,10.1
23K671,2014,18.8
23K671,2015,12
23K671,2016,15.9
23K671,2017,16.1
23K671,2018,24.3
23K671,2019,33
23K697,2013,17
23K697,2014,20.2
23K697,2015,20.3
23K697,2016,12.3
23K697,2017,7.1
23K697,2018,0
24Q005,2013,35.8
24Q005,2014,48.2
24Q005,2015,45.8
24Q005,2016,47.5
24Q005,2017,48.5
24Q005,2018,49.7
24Q005,2019,50.7
24Q007,2013,52.3
24Q007,2014,61.6
24Q007,2015,51.4
24Q007,2016,52
24Q007,2017,47.1
24Q007,2018,63.1
24Q007,2019,59.2
24Q012,2013,42.7
24Q012,2014,62
24Q012,2015,62.2
24Q012,2016,60.6
24Q012,2017,55.7
24Q012,2018,68.4
24Q012,2019,68.4
24Q013,2013,49.1
24Q013,2014,52.4
24Q013,2015,43.6
24Q013,2016,39.5
24Q013,2017,41.6
24Q013,2018,48.9
24Q013,2019,46.9
24Q014,2013,28.7
24Q014,2014,35
24Q014,2015,28.1
24Q014,2016,28.4
24Q014,2017,26.7
24Q014,2018,32.1
24Q014,2019,30.7
24Q016,2013,27.4
24Q016,2014,39
24Q016,2015,37.7
24Q016,2016,33.1
24Q016,2017,34.9
24Q016,2018,33.3
24Q016,2019,38.3
24Q019,2013,26.6
24Q019,2014,34.6
24Q019,2015,33.6
24Q019,2016,31.2
24Q019,2017,31.6
24Q019,2018,37.3
24Q019,2019,37.4
24Q049,2013,54.4
24Q049,2014,54.5
24Q049,2015,54.1
24Q049,2016,57.3
24Q049,2017,60.7
24Q049,2018,62.8
24Q049,2019,68
24Q058,2013,47.1
24Q058,2014,52.2
24Q058,2015,52
24Q058,2016,50.8
24Q058,2017,52.8
24Q058,2018,54.9
24Q058,2019,53.1
24Q061,2013,18.5
24Q061,2014,21.4
24Q061,2015,21.1
24Q061,2016,18.8
24Q061,2017,17
24Q061,2018,21.9
24Q061,2019,22.8
24Q068,2013,27.1
24Q068,2014,25.9
24Q068,2015,31.6
24Q068,2016,35.4
24Q068,2017,34.3
24Q068,2018,34.6
24Q068,2019,43.3
24Q071,2013,42.4
24Q071,2014,45.5
24Q071,2015,48.4
24Q071,2016,47
24Q071,2017,42.8
24Q071,2018,37
24Q071,2019,52.9
24Q073,2013,33.5
24Q073,2014,43.6
24Q073,2015,45.2
24Q073,2016,48.8
24Q073,2017,47.8
24Q073,2018,47.3
24Q073,2019,52.9
24Q077,2013,16.5
24Q077,2014,16.4
24Q077,2015,16.4
24Q077,2016,17.5
24Q077,2017,17.1
24Q077,2018,24.1
24Q077,2019,23.9
24Q081,2013,28
24Q081,2014,33.9
24Q081,2015,40.5
24Q081,2016,44.3
24Q081,2017,45.1
24Q081,2018,48.6
24Q081,2019,50.9
24Q087,2013,29.8
24Q087,2014,28.1
24Q087,2015,35.8
24Q087,2016,33.4
24Q087,2017,37
24Q087,2018,41.1
24Q087,2019,49.3
24Q088,2013,29.4
24Q088,2014,41.5
24Q088,2015,38.9
24Q088,2016,33.4
24Q088,2017,41.1
24Q088,2018,37.9
24Q088,2019,41.1
24Q089,2013,38.5
24Q089,2014,41.6
24Q089,2015,45
24Q089,2016,40.5
24Q089,2017,42.3
24Q089,2018,48.1
24Q089,2019,47.7
24Q091,2013,30.9
24Q091,2014,30.9
24Q091,2015,37.3
24Q091,2016,35.6
24Q091,2017,36.2
24Q091,2018,43.2
24Q091,2019,43.7
24Q093,2013,24.7
24Q093,2014,28.4
24Q093,2015,23.3
24Q093,2016,32.6
24Q093,2017,29.4
24Q093,2018,32.4
24Q093,2019,37.9
24Q102,2013,51
24Q102,2014,54.2
24Q102,2015,49.1
24Q102,2016,54.6
24Q102,2017,58.6
24Q102,2018,64.1
24Q102,2019,65.4
24Q110,2016,21.7
24Q110,2017,56.6
24Q110,2018,53.4
24Q110,2019,47
24Q113,2013,47.5
24Q113,2014,53
24Q113,2015,58.4
24Q113,2016,60.6
24Q113,2017,56.5
24Q113,2018,59.1
24Q113,2019,68.2
24Q119,2013,53.4
24Q119,2014,55.1
24Q119,2015,57.2
24Q119,2016,58.1
24Q119,2017,56.9
24Q119,2018,58.1
24Q119,2019,65
24Q125,2013,37.6
24Q125,2014,40.8
24Q125,2015,42.4
24Q125,2016,34.9
24Q125,2017,38.7
24Q125,2018,47.4
24Q125,2019,48.1
24Q128,2013,57.4
24Q128,2014,65.2
24Q128,2015,59.1
24Q128,2016,57.7
24Q128,2017,61.5
24Q128,2018,65.4
24Q128,2019,67.4
24Q143,2013,20
24Q143,2014,21.1
24Q143,2015,24.1
24Q143,2016,23.7
24Q143,2017,23.9
24Q143,2018,27.1
24Q143,2019,29.4
24Q153,2013,41.5
24Q153,2014,48.1
24Q153,2015,56.5
24Q153,2016,57.4
24Q153,2017,57.6
24Q153,2018,58.5
24Q153,2019,57.7
24Q199,2013,43.5
24Q199,2014,49.5
24Q199,2015,39.3
24Q199,2016,37.7
24Q199,2017,45.3
24Q199,2018,47.6
24Q199,2019,47.4
24Q211,2017,60
24Q211,2018,30.8
24Q211,2019,41.1
24Q229,2013,53.5
24Q229,2014,56
24Q229,2015,60
24Q229,2016,67.2
24Q229,2017,62.5
24Q229,2018,58.3
24Q229,2019,63.1
24Q239,2013,18.3
24Q239,2014,28.2
24Q239,2015,27.2
24Q239,2016,28.8
24Q239,2017,29.5
24Q239,2018,33.2
24Q239,2019,32.2
24Q290,2014,68.2
24Q290,2015,63.9
24Q290,2016,65.9
24Q290,2017,66
24Q290,2018,71.3
24Q290,2019,74.8
24Q305,2013,30.9
24Q305,2014,52.9
24Q305,2015,50
24Q305,2016,56.1
24Q305,2017,43.6
24Q305,2018,56.5
24Q305,2019,59.8
24Q307,2013,28.4
24Q307,2014,36.5
24Q307,2015,31.9
24Q307,2016,32.6
24Q307,2017,36.1
24Q307,2018,44.3
24Q307,2019,45.8
24Q311,2014,26.5
24Q311,2015,23.8
24Q311,2016,23.9
24Q311,2017,22.6
24Q311,2018,24.3
24Q311,2019,20.1
24Q330,2014,13.9
24Q330,2015,30.6
24Q330,2016,36.7
24Q330,2017,37.9
24Q330,2018,34.8
24Q330,2019,34.5
24Q343,2018,37.2
24Q343,2019,50.6
24Q560,2013,53.3
24Q560,2014,72.2
24Q560,2015,65.6
24Q560,2016,74.3
24Q560,2017,78.2
24Q560,2018,82.7
24Q560,2019,85.1
25Q020,2013,56.3
25Q020,2014,66.3
25Q020,2015,64.4
25Q020,2016,66.9
25Q020,2017,68.5
25Q020,2018,68.6
25Q020,2019,68.2
25Q021,2013,58.7
25Q021,2014,62.9
25Q021,2015,65.3
25Q021,2016,65.9
25Q021,2017,63.7
25Q021,2018,67.5
25Q021,2019,65.8
25Q022,2013,62.4
25Q022,2014,64.6
25Q022,2015,68.4
25Q022,2016,66.7
25Q022,2017,69.2
25Q022,2018,74.3
25Q022,2019,77.7
25Q024,2013,64.7
25Q024,2014,74.9
25Q024,2015,71.8
25Q024,2016,72.2
25Q024,2017,75.3
25Q024,2018,78.6
25Q024,2019,80.6
25Q025,2013,53.1
25Q025,2014,54.5
25Q025,2015,59.8
25Q025,2016,58.2
25Q025,2017,55.2
25Q025,2018,61.5
25Q025,2019,61.9
25Q029,2013,45.9
25Q029,2014,40.6
25Q029,2015,42.5
25Q029,2016,43.6
25Q029,2017,41.2
25Q029,2018,51.7
25Q029,2019,55.8
25Q032,2013,70.6
25Q032,2014,80.2
25Q032,2015,77
25Q032,2016,74
25Q032,2017,71.8
25Q032,2018,73.7
25Q032,2019,70.6
25Q079,2013,48.9
25Q079,2014,67.6
25Q079,2015,69.4
25Q079,2016,65.8
25Q079,2017,74.3
25Q079,2018,70.1
25Q079,2019,73.9
25Q107,2013,51.4
25Q107,2014,59.3
25Q107,2015,57.4
25Q107,2016,53.7
25Q107,2017,59
25Q107,2018,66.8
25Q107,2019,60.7
25Q120,2013,58.6
25Q120,2014,61.3
25Q120,2015,63.6
25Q120,2016,57.1
25Q120,2017,56.9
25Q120,2018,66
25Q120,2019,68.2
25Q129,2013,53.9
25Q129,2014,59.6
25Q129,2015,63.3
25Q129,2016,64
25Q129,2017,60
25Q129,2018,70.5
25Q129,2019,73.4
25Q130,2013,80.3
25Q130,2014,76.9
25Q130,2015,57.9
25Q130,2016,76.1
25Q130,2017,75.9
25Q130,2018,85.5
25Q130,2019,86.7
25Q154,2013,50.2
25Q154,2014,52
25Q154,2015,48.9
25Q154,2016,55.2
25Q154,2017,55.2
25Q154,2018,61.9
25Q154,2019,53.2
25Q163,2013,69
25Q163,2014,71.2
25Q163,2015,68.8
25Q163,2016,74.2
25Q163,2017,77.1
25Q163,2018,73.5
25Q163,2019,77.5
25Q164,2013,58.6
25Q164,2014,58.9
25Q164,2015,56.7
25Q164,2016,60.7
25Q164,2017,47.8
25Q164,2018,55
25Q164,2019,48.6
25Q165,2013,53.4
25Q165,2014,59.6
25Q165,2015,56.7
25Q165,2016,59.2
25Q165,2017,60.6
25Q165,2018,65.2
25Q165,2019,64.5
25Q169,2013,63.6
25Q169,2014,62.2
25Q169,2015,60.4
25Q169,2016,53.9
25Q169,2017,56.8
25Q169,2018,78.5
25Q169,2019,80.7
25Q184,2013,49.6
25Q184,2014,68.7
25Q184,2015,65.2
25Q184,2016,72.5
25Q184,2017,78.4
25Q184,2018,72.7
25Q184,2019,80.3
25Q185,2013,56.8
25Q185,2014,61.9
25Q185,2015,60.8
25Q185,2016,63.6
25Q185,2017,60.6
25Q185,2018,63.7
25Q185,2019,63.5
25Q189,2013,40.1
25Q189,2014,36.7
25Q189,2015,41
25Q189,2016,47.6
25Q189,2017,50.8
25Q189,2018,55.1
25Q189,2019,51.4
25Q193,2013,60.2
25Q193,2014,58.8
25Q193,2015,63.4
25Q193,2016,64.1
25Q193,2017,71.1
25Q193,2018,77.6
25Q193,2019,83.1
25Q194,2013,46.2
25Q194,2014,52.3
25Q194,2015,51.4
25Q194,2016,53.8
25Q194,2017,52
25Q194,2018,60.1
25Q194,2019,62.5
25Q200,2013,25.2
25Q200,2014,30.7
25Q200,2015,30.5
25Q200,2016,30.1
25Q200,2017,40.8
25Q200,2018,39.8
25Q200,2019,49.8
25Q201,2013,22.7
25Q201,2014,32.5
25Q201,2015,35.9
25Q201,2016,30.4
25Q201,2017,28.6
25Q201,2018,36.3
25Q201,2019,46.4
25Q209,2013,68.4
25Q209,2014,69.6
25Q209,2015,73.3
25Q209,2016,71.9
25Q209,2017,76.3
25Q209,2018,77
25Q209,2019,82.5
25Q214,2013,48.4
25Q214,2014,56
25Q214,2015,54.2
25Q214,2016,58.6
25Q214,2017,66.1
25Q214,2018,74.3
25Q214,2019,75.1
25Q219,2013,44
25Q219,2014,50.8
25Q219,2015,50.5
25Q219,2016,49.7
25Q219,2017,54.6
25Q219,2018,58
25Q219,2019,63.3
25Q237,2013,49.6
25Q237,2014,54.9
25Q237,2015,59.7
25Q237,2016,64.1
25Q237,2017,60.8
25Q237,2018,66.2
25Q237,2019,69
25Q242,2013,72.7
25Q242,2014,75.4
25Q242,2015,75
25Q242,2016,80
25Q242,2017,85.7
25Q242,2018,88.3
25Q242,2019,84.5
25Q244,2013,85.7
25Q244,2014,83.8
25Q244,2015,80.9
25Q244,2016,90.9
25Q244,2017,89.2
25Q244,2018,90.6
25Q244,2019,86.3
25Q250,2013,20.9
25Q250,2014,23.7
25Q250,2015,21.9
25Q250,2016,31.4
25Q250,2017,29.8
25Q250,2018,35.4
25Q250,2019,34.8
25Q252,2013,42.4
25Q252,2014,36.1
25Q252,2015,31.5
25Q252,2016,21.9
25Q252,2017,34
25Q252,2018,41.3
25Q252,2019,38.7
25Q281,2013,66.4
25Q281,2014,74.4
25Q281,2015,64.9
25Q281,2016,66.5
25Q281,2017,71.9
25Q281,2018,78.3
25Q281,2019,76.2
25Q285,2013,33.8
25Q285,2014,41.4
25Q285,2015,44.5
25Q285,2016,39.6
25Q285,2017,36.5
25Q285,2018,44.9
25Q285,2019,39.7
25Q294,2013,46.8
25Q294,2014,42.7
25Q294,2015,51.7
25Q294,2016,64.8
25Q294,2017,64.3
25Q294,2018,66.2
25Q294,2019,65.5
25Q379,2019,39
25Q499,2013,63.6
25Q499,2014,72.9
25Q499,2015,74.9
25Q499,2016,77.2
25Q499,2017,72.6
25Q499,2018,79.2
25Q499,2019,79.3
26Q018,2013,51.9
26Q018,2014,62.5
26Q018,2015,65.2
26Q018,2016,67
26Q018,2017,69.7
26Q018,2018,78.6
26Q018,2019,77
26Q026,2013,63.2
26Q026,2014,66.2
26Q026,2015,63.3
26Q026,2016,66.8
26Q026,2017,68.7
26Q026,2018,70
26Q026,2019,73.9
26Q031,2013,68.1
26Q031,2014,75.2
26Q031,2015,67.3
26Q031,2016,62.5
26Q031,2017,68
26Q031,2018,69.8
26Q031,2019,71.5
26Q041,2013,81.3
26Q041,2014,85
26Q041,2015,77.4
26Q041,2016,80.7
26Q041,2017,84.6
26Q041,2018,89.5
26Q041,2019,87
26Q046,2013,71
26Q046,2014,76.3
26Q046,2015,82.4
26Q046,2016,87
26Q046,2017,87.5
26Q046,2018,84.4
26Q046,2019,87.5
26Q067,2013,71.6
26Q067,2014,77.4
26Q067,2015,77.5
26Q067,2016,74.7
26Q067,2017,73.9
26Q067,2018,83
26Q067,2019,78
26Q074,2013,69.8
26Q074,2014,75.2
26Q074,2015,73.1
26Q074,2016,73.6
26Q074,2017,72
26Q074,2018,75.1
26Q074,2019,79.5
26Q094,2013,57.4
26Q094,2014,72.2
26Q094,2015,69.7
26Q094,2016,68
26Q094,2017,75.9
26Q094,2018,84.7
26Q094,2019,88.8
26Q098,2013,63.9
26Q098,2014,77.3
26Q098,2015,76.4
26Q098,2016,79.1
26Q098,2017,78.4
26Q098,2018,80.5
26Q098,2019,84.2
26Q115,2013,65
26Q115,2014,77
26Q115,2015,78.8
26Q115,2016,75.7
26Q115,2017,78.5
26Q115,2018,81.6
26Q115,2019,85
26Q133,2013,75
26Q133,2014,78.2
26Q133,2015,76.2
26Q133,2016,77.2
26Q133,2017,74.5
26Q133,2018,73.9
26Q133,2019,78
26Q158,2013,60.5
26Q158,2014,65.2
26Q158,2015,66.3
26Q158,2016,65.1
26Q158,2017,67
26Q158,2018,69.7
26Q158,2019,68.8
26Q159,2013,66.8
26Q159,2014,72.9
26Q159,2015,74.5
26Q159,2016,73.6
26Q159,2017,77.1
26Q159,2018,78.5
26Q159,2019,77.2
26Q162,2013,75.5
26Q162,2014,76.6
26Q162,2015,79.3
26Q162,2016,76.9
26Q162,2017,77.8
26Q162,2018,74.6
26Q162,2019,77.2
26Q172,2013,54.5
26Q172,2014,51.6
26Q172,2015,50.1
26Q172,2016,47.8
26Q172,2017,51.4
26Q172,2018,57.2
26Q172,2019,57.8
26Q173,2013,74.6
26Q173,2014,76.6
26Q173,2015,74.4
26Q173,2016,68.5
26Q173,2017,73.2
26Q173,2018,75.8
26Q173,2019,77.7
26Q178,2013,53.3
26Q178,2014,64.3
26Q178,2015,66.6
26Q178,2016,66.4
26Q178,2017,58
26Q178,2018,54
26Q178,2019,55
26Q186,2013,65.7
26Q186,2014,67.4
26Q186,2015,73.8
26Q186,2016,70.6
26Q186,2017,75
26Q186,2018,68.7
26Q186,2019,66.7
26Q188,2013,89.2
26Q188,2014,88.9
26Q188,2015,87.5
26Q188,2016,92.6
26Q188,2017,93.9
26Q188,2018,91.1
26Q188,2019,90.7
26Q191,2013,59.9
26Q191,2014,71.2
26Q191,2015,62.7
26Q191,2016,75
26Q191,2017,62.6
26Q191,2018,78.2
26Q191,2019,73.6
26Q203,2013,90
26Q203,2014,90.5
26Q203,2015,88.6
26Q203,2016,86.4
26Q203,2017,86.4
26Q203,2018,91.3
26Q203,2019,92.6
26Q205,2013,79.2
26Q205,2014,89.1
26Q205,2015,82.7
26Q205,2016,78.8
26Q205,2017,76.4
26Q205,2018,83.4
26Q205,2019,84.9
26Q213,2013,68.1
26Q213,2014,68.6
26Q213,2015,72.4
26Q213,2016,72.7
26Q213,2017,71.3
26Q213,2018,68.5
26Q213,2019,72.3
26Q216,2013,64.6
26Q216,2014,64.8
26Q216,2015,65.3
26Q216,2016,72.9
26Q216,2017,72.8
26Q216,2018,78.9
26Q216,2019,78.9
26Q221,2013,76.5
26Q221,2014,81.9
26Q221,2015,83.4
26Q221,2016,83.3
26Q221,2017,82.2
26Q221,2018,79.1
26Q221,2019,75.8
26Q266,2013,62.9
26Q266,2014,68.1
26Q266,2015,66.4
26Q266,2016,60.3
26Q266,2017,57.9
26Q266,2018,52.5
26Q266,2019,56.4
27Q042,2013,4.3
27Q042,2014,5.1
27Q042,2015,4.7
27Q042,2016,7.7
27Q042,2017,11.2
27Q042,2018,13.8
27Q042,2019,23.6
27Q043,2013,15.8
27Q043,2014,16.2
27Q043,2015,17.7
27Q043,2016,15
27Q043,2017,16.8
27Q043,2018,18.6
27Q043,2019,20.6
27Q045,2013,30.8
27Q045,2014,26.2
27Q045,2015,26.1
27Q045,2016,15.2
27Q045,2017,17.5
27Q045,2018,27.6
27Q045,2019,34.4
27Q047,2013,52.1
27Q047,2014,66.4
27Q047,2015,57.8
27Q047,2016,56
27Q047,2017,54.4
27Q047,2018,54.8
27Q047,2019,46.8
27Q053,2013,2.3
27Q053,2014,2.7
27Q053,2015,5.6
27Q053,2016,5.2
27Q053,2017,4.3
27Q053,2018,7.7
27Q053,2019,7.4
27Q056,2013,33.3
27Q056,2014,46.5
27Q056,2015,42.7
27Q056,2016,43
27Q056,2017,44.2
27Q056,2018,44.8
27Q056,2019,51.3
27Q060,2013,49.8
27Q060,2014,60.4
27Q060,2015,61.8
27Q060,2016,54.4
27Q060,2017,52.6
27Q060,2018,67
27Q060,2019,71.6
27Q062,2013,42.5
27Q062,2014,46.3
27Q062,2015,37.3
27Q062,2016,46.5
27Q062,2017,46.8
27Q062,2018,52.3
27Q062,2019,58
27Q063,2013,41.7
27Q063,2014,46.6
27Q063,2015,50
27Q063,2016,52.6
27Q063,2017,56.5
27Q063,2018,52.4
27Q063,2019,54.2
27Q064,2013,42.2
27Q064,2014,37.6
27Q064,2015,40.6
27Q064,2016,40.5
27Q064,2017,43.2
27Q064,2018,50.8
27Q064,2019,49
27Q065,2013,26.1
27Q065,2014,40.2
27Q065,2015,40.1
27Q065,2016,37.1
27Q065,2017,40.6
27Q065,2018,46.8
27Q065,2019,60.3
27Q066,2013,39.7
27Q066,2014,40.5
27Q066,2015,48.8
27Q066,2016,48.1
27Q066,2017,47.2
27Q066,2018,51.3
27Q066,2019,67.8
27Q090,2013,27.7
27Q090,2014,45.7
27Q090,2015,45.6
27Q090,2016,39.6
27Q090,2017,41.5
27Q090,2018,47.1
27Q090,2019,50.1
27Q096,2013,29.5
27Q096,2014,39.6
27Q096,2015,42.4
27Q096,2016,41.9
27Q096,2017,53
27Q096,2018,60.9
27Q096,2019,65
27Q097,2013,44.5
27Q097,2014,46
27Q097,2015,49.5
27Q097,2016,47.8
27Q097,2017,49.4
27Q097,2018,50.5
27Q097,2019,49.8
27Q100,2013,36.4
27Q100,2014,51.1
27Q100,2015,50.9
27Q100,2016,55
27Q100,2017,56.4
27Q100,2018,58.7
27Q100,2019,63.6
27Q104,2013,27.5
27Q104,2014,27.1
27Q104,2015,19.5
27Q104,2016,22.1
27Q104,2017,19.2
27Q104,2018,39.9
27Q104,2019,35.9
27Q105,2013,7.4
27Q105,2014,7.2
27Q105,2015,12
27Q105,2016,9
27Q105,2017,12
27Q105,2018,12.3
27Q105,2019,14.2
27Q106,2013,14.5
27Q106,2014,12.6
27Q106,2015,8.6
27Q106,2016,16
27Q106,2017,12.4
27Q106,2018,21.9
27Q106,2019,27.3
27Q108,2013,43.4
27Q108,2014,57.5
27Q108,2015,52.8
27Q108,2016,48.9
27Q108,2017,55.9
27Q108,2018,58.7
27Q108,2019,64.1
27Q114,2013,47.6
27Q114,2014,52.9
27Q114,2015,58.9
27Q114,2016,60.5
27Q114,2017,62.1
27Q114,2018,68
27Q114,2019,69.6
27Q123,2013,17.6
27Q123,2014,26.3
27Q123,2015,26.7
27Q123,2016,23
27Q123,2017,29.9
27Q123,2018,36.1
27Q123,2019,43.6
27Q124,2013,34
27Q124,2014,38.1
27Q124,2015,40.7
27Q124,2016,37.1
27Q124,2017,30.4
27Q124,2018,40.9
27Q124,2019,45.4
27Q137,2013,33.5
27Q137,2014,28.6
27Q137,2015,33.1
27Q137,2016,31.5
27Q137,2017,30.9
27Q137,2018,37.3
27Q137,2019,44.4
27Q146,2013,38.8
27Q146,2014,37.4
27Q146,2015,45.8
27Q146,2016,38.6
27Q146,2017,46.8
27Q146,2018,56.4
27Q146,2019,58.8
27Q155,2013,28.7
27Q155,2014,33.2
27Q155,2015,40.7
27Q155,2016,54
27Q155,2017,64.1
27Q155,2018,69.1
27Q155,2019,68.6
27Q183,2013,6.6
27Q183,2014,10.5
27Q183,2015,8.8
27Q183,2016,6.7
27Q183,2017,10.5
27Q183,2018,21.7
27Q183,2019,21.1
27Q197,2013,4.9
27Q197,2014,9.5
27Q197,2015,14.8
27Q197,2016,14.8
27Q197,2017,22.5
27Q197,2018,31.9
27Q197,2019,40.1
27Q202,2013,34.2
27Q202,2014,26.9
27Q202,2015,25.9
27Q202,2016,27
27Q202,2017,28.3
27Q202,2018,36.9
27Q202,2019,36
27Q207,2013,52.7
27Q207,2014,59
27Q207,2015,57.5
27Q207,2016,53.1
27Q207,2017,54.4
27Q207,2018,56.3
27Q207,2019,55.9
27Q210,2013,29
27Q210,2014,27.5
27Q210,2015,28.9
27Q210,2016,30
27Q210,2017,25.7
27Q210,2018,28.6
27Q210,2019,32
27Q223,2013,19.1
27Q223,2014,25.8
27Q223,2015,28.5
27Q223,2016,20.9
27Q223,2017,22.1
27Q223,2018,30.7
27Q223,2019,32.5
27Q226,2013,13.5
27Q226,2014,16.1
27Q226,2015,18
27Q226,2016,17.1
27Q226,2017,19.6
27Q226,2018,21.5
27Q226,2019,25.7
27Q232,2013,46.5
27Q232,2014,46.3
27Q232,2015,45.7
27Q232,2016,46
27Q232,2017,42
27Q232,2018,53.6
27Q232,2019,47.5
27Q253,2013,21.3
27Q253,2014,23.2
27Q253,2015,31.1
27Q253,2016,22.1
27Q253,2017,36
27Q253,2018,35.6
27Q253,2019,31.7
27Q254,2013,60.5
27Q254,2014,72.4
27Q254,2015,67.5
27Q254,2016,57.3
27Q254,2017,54.6
27Q254,2018,49
27Q254,2019,62.3
27Q262,2013,11.7
27Q262,2014,27.1
27Q262,2015,24.4
27Q262,2016,19
27Q262,2017,20.3
27Q262,2018,43.5
27Q262,2019,46.7
27Q273,2014,58.1
27Q273,2015,39
27Q273,2016,37.2
27Q273,2017,37.4
27Q273,2018,41.4
27Q273,2019,46.2
27Q282,2013,27.1
27Q282,2014,19.3
27Q282,2015,22.3
27Q282,2016,20.6
27Q282,2017,26.9
27Q282,2018,40.8
27Q282,2019,53.4
27Q297,2014,15.1
27Q297,2015,20.9
27Q297,2016,18.1
27Q297,2017,13.4
27Q297,2018,22.4
27Q297,2019,34.5
27Q306,2013,38.2
27Q306,2014,43.7
27Q306,2015,37.8
27Q306,2016,45.3
27Q306,2017,42.1
27Q306,2018,38.3
27Q306,2019,44.2
27Q309,2013,7.8
27Q309,2014,4.7
27Q309,2015,6.9
27Q309,2016,7.3
27Q309,2017,7.7
27Q309,2018,6.4
27Q309,2019,15.1
27Q316,2018,71.4
27Q316,2019,56
27Q317,2013,13.4
27Q317,2014,25.7
27Q317,2015,26.5
27Q317,2016,34.4
27Q317,2017,38.1
27Q317,2018,37.8
27Q317,2019,53.3
27Q318,2013,8.4
27Q318,2014,9.2
27Q318,2015,10.1
27Q318,2016,7.6
27Q318,2017,8.6
27Q318,2018,8.7
27Q318,2019,26
27Q319,2013,6.9
27Q319,2014,10.8
27Q319,2015,8.4
27Q319,2016,8.3
27Q319,2017,11.6
27Q319,2018,8.6
27Q319,2019,27.1
27Q323,2013,88.1
27Q323,2014,92.7
27Q323,2015,90.2
27Q323,2016,85.5
27Q323,2017,90
27Q323,2018,92
27Q323,2019,89.7
27Q333,2013,18.2
27Q333,2014,26.3
27Q333,2015,26.6
27Q333,2016,12.9
27Q333,2017,15
27Q333,2018,29.7
27Q333,2019,27.8
27Q362,2014,23.1
27Q362,2015,17.6
27Q362,2016,32
27Q362,2017,34.5
27Q362,2018,58.6
27Q362,2019,61
28Q008,2013,8.8
28Q008,2014,9.6
28Q008,2015,4.5
28Q008,2016,7.6
28Q008,2017,17.8
28Q008,2018,29.1
28Q008,2019,28.5
28Q040,2013,13.7
28Q040,2014,23.8
28Q040,2015,20
28Q040,2016,22.6
28Q040,2017,26.7
28Q040,2018,34.6
28Q040,2019,42
28Q048,2013,11.3
28Q048,2014,23
28Q048,2015,24.4
28Q048,2016,36.9
28Q048,2017,36.4
28Q048,2018,44.9
28Q048,2019,48.3
28Q050,2013,37.5
28Q050,2014,44.1
28Q050,2015,41.2
28Q050,2016,48.9
28Q050,2017,48.6
28Q050,2018,59.5
28Q050,2019,51
28Q054,2013,29.1
28Q054,2014,43.3
28Q054,2015,34.7
28Q054,2016,28.2
28Q054,2017,27.8
28Q054,2018,39.9
28Q054,2019,42.3
28Q055,2013,24.8
28Q055,2014,32.9
28Q055,2015,42.9
28Q055,2016,38.8
28Q055,2017,39.7
28Q055,2018,53.9
28Q055,2019,49.3
28Q072,2013,11.8
28Q072,2014,11.4
28Q072,2015,14.1
28Q072,2016,12.9
28Q072,2017,6.5
28Q072,2018,13.3
28Q072,2019,13.2
28Q080,2013,19.9
28Q080,2014,17.3
28Q080,2015,24.7
28Q080,2016,31.4
28Q080,2017,25.6
28Q080,2018,34.4
28Q080,2019,39.9
28Q082,2013,18.9
28Q082,2014,17.3
28Q082,2015,21.2
28Q082,2016,22.5
28Q082,2017,25.7
28Q082,2018,37.3
28Q082,2019,36.7
28Q086,2013,27.9
28Q086,2014,48.6
28Q086,2015,45.6
28Q086,2016,43.3
28Q086,2017,39.9
28Q086,2018,50.5
28Q086,2019,54.1
28Q099,2013,42.3
28Q099,2014,57.3
28Q099,2015,62.5
28Q099,2016,60.8
28Q099,2017,60.1
28Q099,2018,67.5
28Q099,2019,71.2
28Q101,2013,71.2
28Q101,2014,79.6
28Q101,2015,78
28Q101,2016,74
28Q101,2017,72.1
28Q101,2018,80.4
28Q101,2019,82.3
28Q117,2013,36.5
28Q117,2014,50
28Q117,2015,45.9
28Q117,2016,46.8
28Q117,2017,43.8
28Q117,2018,51.1
28Q117,2019,55.4
28Q121,2013,52.2
28Q121,2014,66.7
28Q121,2015,61.3
28Q121,2016,52.1
28Q121,2017,56.4
28Q121,2018,62.8
28Q121,2019,75.4
28Q139,2013,53.4
28Q139,2014,58.3
28Q139,2015,60.1
28Q139,2016,53.2
28Q139,2017,56.8
28Q139,2018,61
28Q139,2019,60.4
28Q140,2013,11.1
28Q140,2014,17.8
28Q140,2015,13.9
28Q140,2016,19.1
28Q140,2017,30.8
28Q140,2018,43.9
28Q140,2019,44.1
28Q144,2013,67.2
28Q144,2014,71.5
28Q144,2015,67.7
28Q144,2016,65.3
28Q144,2017,70.1
28Q144,2018,71.4
28Q144,2019,76.1
