DBN,Year,percent_level3_4
07X018,2013,11.1
07X018,2014,16
07X018,2015,21.5
07X018,2016,23.8
07X018,2017,24
07X018,2018,24.5
07X018,2019,21.2
07X025,2013,14.2
07X025,2014,27.8
07X025,2015,20.4
07X025,2016,28.1
07X025,2017,27.8
07X025,2018,50
07X025,2019,41.5
07X029,2013,10.3
07X029,2014,8.8
07X029,2015,9.5
07X029,2016,7.2
07X029,2017,9.6
07X029,2018,13.5
07X029,2019,14.2
07X030,2013,7.8
07X030,2014,16.3
07X030,2015,13.5
07X030,2016,8.1
07X030,2017,19.3
07X030,2018,18.4
07X030,2019,17.3
07X031,2013,11.2
07X031,2014,9.1
07X031,2015,8
07X031,2016,8.3
07X031,2017,10.2
07X031,2018,17.8
07X031,2019,25.3
07X043,2013,12.4
07X043,2014,24.2
07X043,2015,23
07X043,2016,29.1
07X043,2017,30.7
07X043,2018,38.3
07X043,2019,36.9
07X049,2013,11.7
07X049,2014,16.3
07X049,2015,25.2
07X049,2016,31.9
07X049,2017,39.4
07X049,2018,53.5
07X049,2019,50.7
07X065,2013,14
07X065,2014,4.3
07X065,2015,5.3
07X065,2016,17.8
07X065,2017,18.4
07X065,2018,29.6
07X065,2019,25
07X151,2013,3.4
07X151,2014,3.2
07X151,2015,4.3
07X151,2016,3.2
07X151,2017,4
07X151,2018,5.3
07X151,2019,9.6
07X154,2013,2.9
07X154,2014,12.3
07X154,2015,20.8
07X154,2016,24.9
07X154,2017,26.3
07X154,2018,38
07X154,2019,37.3
07X157,2013,15.8
07X157,2014,20.3
07X157,2015,22.4
07X157,2016,21.6
07X157,2017,20.2
07X157,2018,32.5
07X157,2019,29.2
07X161,2013,6.9
07X161,2014,15.6
07X161,2015,27.1
07X161,2016,16.1
07X161,2017,26.9
07X161,2018,33.1
07X161,2019,38.2
07X179,2013,14.5
07X179,2014,24.1
07X179,2015,17.5
07X179,2016,19.6
07X179,2017,20.4
07X179,2018,15.2
07X179,2019,27.3
07X221,2013,5.6
07X221,2014,18.1
07X221,2015,18.7
07X221,2016,16.5
07X221,2017,19.3
07X221,2018,26.1
07X221,2019,30.6
07X223,2013,24.1
07X223,2014,35.2
07X223,2015,39.1
07X223,2016,41.7
07X223,2017,39.6
07X223,2018,47.8
07X223,2019,60.3
07X224,2013,3.9
07X224,2014,6.2
07X224,2015,8.1
07X224,2016,3.5
07X224,2017,4.1
07X224,2018,2.1
07X224,2019,4
07X277,2013,14.2
07X277,2014,25.4
07X277,2015,33.5
07X277,2016,37.9
07X277,2017,34.2
07X277,2018,37.3
07X277,2019,30.2
07X296,2013,5.2
07X296,2014,2.3
07X296,2015,3.5
07X296,2016,6.5
07X296,2017,7.1
07X296,2018,11.8
07X296,2019,18.8
07X298,2013,5.6
07X298,2014,3.8
07X298,2015,3.4
07X298,2016,5.1
07X298,2017,7.1
07X298,2018,4.9
07X298,2019,11.9
07X343,2013,12
07X343,2014,22.2
07X343,2015,31.1
07X343,2016,32.7
07X343,2017,24.5
07X343,2018,34.4
07X343,2019,41.3
07X359,2015,83.7
07X359,2016,98.8
07X359,2017,84.3
07X359,2018,87.9
07X359,2019,82.2
07X369,2013,15
07X369,2014,9.4
07X369,2015,6.5
07X369,2016,9.4
07X369,2017,9.4
07X369,2018,21.8
07X369,2019,40.8
07X500,2013,21.5
07X500,2014,8.2
07X500,2015,4.8
07X500,2016,6.7
07X500,2017,19.1
07X500,2018,20.5
07X500,2019,28.5
07X551,2013,3.6
07X551,2014,3.9
07X551,2015,7.5
07X551,2016,4.8
07X551,2017,4.3
07X551,2018,10.4
07X551,2019,14.2
07X584,2018,5
07X584,2019,11.6
08X014,2013,34.2
08X014,2014,39.6
08X014,2015,40.6
08X014,2016,34.1
08X014,2017,41.4
08X014,2018,54.4
08X014,2019,54.8
08X036,2013,38
08X036,2014,42.6
08X036,2015,38.4
08X036,2016,36.3
08X036,2017,40.7
08X036,2018,48.4
08X036,2019,49.8
08X048,2013,15.2
08X048,2014,11
08X048,2015,9.3
08X048,2016,12.9
08X048,2017,10.4
08X048,2018,19.7
08X048,2019,19.2
08X062,2013,12.5
08X062,2014,18.9
08X062,2015,18.6
08X062,2016,25.4
08X062,2017,26.8
08X062,2018,26.9
08X062,2019,27.9
08X069,2013,39.4
08X069,2014,51.5
08X069,2015,51.3
08X069,2016,46.5
08X069,2017,50.6
08X069,2018,67.6
08X069,2019,67.9
08X071,2013,32.1
08X071,2014,41.7
08X071,2015,44.7
08X071,2016,44
08X071,2017,38.2
08X071,2018,44.4
08X071,2019,49.9
08X072,2013,28.8
08X072,2014,26.9
08X072,2015,22.8
08X072,2016,20.2
08X072,2017,27.7
08X072,2018,37.1
08X072,2019,46.1
08X075,2013,23.8
08X075,2014,32.2
08X075,2015,21.9
08X075,2016,21.1
08X075,2017,26.6
08X075,2018,34.8
08X075,2019,42.7
08X093,2013,22.9
08X093,2014,22
08X093,2015,19.5
08X093,2016,15.6
08X093,2017,23
08X093,2018,26.6
08X093,2019,33.1
08X100,2013,16.1
08X100,2014,15
08X100,2015,16.8
08X100,2016,12.9
08X100,2017,7.2
08X100,2018,12.4
08X100,2019,24.8
08X101,2013,34.2
08X101,2014,30.8
08X101,2015,36.3
08X101,2016,35
08X101,2017,38.3
08X101,2018,50.1
08X101,2019,59.3
08X107,2013,6.6
08X107,2014,10.4
08X107,2015,13.7
08X107,2016,15.3
08X107,2017,27.8
08X107,2018,34.6
08X107,2019,33.3
08X119,2013,26.8
08X119,2014,31.7
08X119,2015,37.4
08X119,2016,31.3
08X119,2017,36
08X119,2018,35.2
08X119,2019,45.3
08X123,2013,3.4
08X123,2014,3.5
08X123,2015,4.6
08X123,2016,7.1
08X123,2017,13.3
08X123,2018,16.3
08X123,2019,26.2
08X130,2013,11.6
08X130,2014,17.1
08X130,2015,15.3
08X130,2016,19.5
08X130,2017,20.6
08X130,2018,26.8
08X130,2019,31.5
08X131,2013,6.7
08X131,2014,6.2
08X131,2015,5.1
08X131,2016,4
08X131,2017,11.4
08X131,2018,21.5
08X131,2019,20.8
08X138,2013,12.2
08X138,2014,20.7
08X138,2015,21.5
08X138,2016,27.5
08X138,2017,27.4
08X138,2018,31.7
08X138,2019,34.3
08X140,2013,10.7
08X140,2014,17.7
08X140,2015,18
08X140,2016,18.7
08X140,2017,12.7
08X140,2018,26.8
08X140,2019,29.1
08X146,2013,6.4
08X146,2014,27.2
08X146,2015,17.4
08X146,2016,33.3
08X146,2017,23.3
08X146,2018,33
08X146,2019,37.1
08X152,2013,19.8
08X152,2014,24.2
08X152,2015,21.8
08X152,2016,21.9
08X152,2017,27.3
08X152,2018,28.4
08X152,2019,38.4
08X182,2013,34.2
08X182,2014,40.4
08X182,2015,37.2
08X182,2016,32.2
08X182,2017,33.3
08X182,2018,39.3
08X182,2019,42.9
08X269,2013,12.8
08X269,2014,10.1
08X269,2015,8.6
08X269,2016,8.1
08X269,2017,8.6
08X269,2018,14.5
08X269,2019,14.4
08X301,2013,2.7
08X301,2014,1.9
08X301,2015,2.6
08X301,2016,4.8
08X301,2017,5.1
08X301,2018,10.4
08X301,2019,12.1
08X302,2013,10.7
08X302,2014,13.6
08X302,2015,11.7
08X302,2016,14.2
08X302,2017,11.9
08X302,2018,21.6
08X302,2019,27.7
08X304,2013,46.4
08X304,2014,60.2
08X304,2015,57.3
08X304,2016,57.7
08X304,2017,58.8
08X304,2018,62.8
08X304,2019,63.4
08X333,2013,5.1
08X333,2014,7.7
08X333,2015,11.1
08X333,2016,10.8
08X333,2017,14
08X333,2018,20.3
08X333,2019,22.8
08X337,2013,29.1
08X337,2014,32.9
08X337,2015,35.9
08X337,2016,43
08X337,2017,43.4
08X337,2018,47.4
08X337,2019,56
08X367,2013,12.7
08X367,2014,21
08X367,2015,20.9
08X367,2016,9.3
08X367,2017,8
08X367,2018,17.5
08X367,2019,22.7
08X371,2013,17.9
08X371,2014,21.9
08X371,2015,19.6
08X371,2016,30.1
08X371,2017,28
08X371,2018,26.5
08X371,2019,44
08X375,2013,2.7
08X375,2014,2
08X375,2015,2.7
08X375,2016,4.6
08X375,2017,7.8
08X375,2018,13.2
08X375,2019,21.5
08X376,2013,12
08X376,2014,15.7
08X376,2015,8.5
08X376,2016,9.6
08X376,2017,15.7
08X376,2018,19.1
08X376,2019,22.5
08X392,2018,53.3
08X392,2019,60.8
08X424,2013,2.1
08X424,2014,3.6
08X424,2015,5.7
08X424,2016,4.4
08X424,2017,1.8
08X424,2018,5.6
08X424,2019,11.1
08X448,2013,5
08X448,2014,9.8
08X448,2015,15.9
08X448,2016,13.9
08X448,2017,18.4
08X448,2018,21.5
08X448,2019,27.3
08X467,2013,13.6
08X467,2014,8
08X467,2015,11.8
08X467,2016,6.5
08X467,2017,12.3
08X467,2018,17.4
08X467,2019,20.9
08X562,2013,7.4
08X562,2014,11.5
08X562,2015,10
08X562,2016,15.7
08X562,2017,18.8
08X562,2018,27.8
08X562,2019,34.1
09X004,2013,31.1
09X004,2014,32.7
09X004,2015,23
09X004,2016,25.7
09X004,2017,27.2
09X004,2018,33.1
09X004,2019,30.9
09X011,2013,11.6
09X011,2014,16
09X011,2015,16.8
09X011,2016,24.4
09X011,2017,17.6
09X011,2018,30.6
09X011,2019,24.9
09X022,2013,1.9
09X022,2014,1.4
09X022,2015,2.9
09X022,2016,5.1
09X022,2017,4.1
09X022,2018,12.1
09X022,2019,11.8
09X028,2013,13.5
09X028,2014,21.9
09X028,2015,24.4
09X028,2016,30.3
09X028,2017,26.6
09X028,2018,29.7
09X028,2019,26
09X035,2013,32.2
09X035,2014,33.2
09X035,2015,26.5
09X035,2016,20.3
09X035,2017,16.4
09X035,2018,21.2
09X035,2019,26.4
09X042,2013,7.8
09X042,2014,10.4
09X042,2015,18.1
09X042,2016,16.6
09X042,2017,30.7
09X042,2018,30.9
09X042,2019,25.8
09X053,2013,26.6
09X053,2014,33.1
09X053,2015,32.3
09X053,2016,37.9
09X053,2017,43.2
09X053,2018,47.1
09X053,2019,44.6
09X055,2013,9.9
09X055,2014,14.9
09X055,2015,10.7
09X055,2016,12.5
09X055,2017,18.7
09X055,2018,32.1
09X055,2019,31.1
09X058,2013,12
09X058,2014,12.2
09X058,2015,19.8
09X058,2016,14.3
09X058,2017,18
09X058,2018,31.1
09X058,2019,29.4
09X063,2013,21.3
09X063,2014,34.3
09X063,2015,34
09X063,2016,34.1
09X063,2017,31.4
09X063,2018,38.9
09X063,2019,34.7
09X070,2013,8.3
09X070,2014,14.6
09X070,2015,16
09X070,2016,14.8
09X070,2017,14.6
09X070,2018,23.8
09X070,2019,31.4
09X073,2013,5
09X073,2014,11.4
09X073,2015,9.6
09X073,2016,8.7
09X073,2017,9.6
09X073,2018,11.2
09X073,2019,22.1
09X088,2013,37.3
09X088,2014,28.9
09X088,2015,27.8
09X088,2016,29.7
09X088,2017,48.9
09X088,2018,40
09X088,2019,31.8
09X109,2013,18.3
09X109,2014,14.3
09X109,2015,14.3
09X109,2016,17.6
09X109,2017,20.4
09X109,2018,25.5
09X109,2019,28
09X110,2013,21.6
09X110,2014,22.4
09X110,2015,22.1
09X110,2016,21.9
09X110,2017,25.5
09X110,2018,27.1
09X110,2019,29.8
09X114,2013,12.9
09X114,2014,13.3
09X114,2015,13.6
09X114,2016,19.4
09X114,2017,17.4
09X114,2018,23.8
09X114,2019,27.1
09X117,2013,3.8
09X117,2014,5.4
09X117,2015,5.1
09X117,2016,3.7
09X117,2017,8.1
09X117,2018,8.6
09X117,2019,14.9
09X126,2013,5.1
09X126,2014,11.6
09X126,2015,12.5
09X126,2016,14
09X126,2017,18.1
09X126,2018,29.2
09X126,2019,18
09X128,2013,33.3
09X128,2014,38
09X128,2015,46.2
09X128,2016,43.7
09X128,2017,44.6
09X128,2018,52.4
09X128,2019,52.5
09X132,2013,4
09X132,2014,10.9
09X132,2015,12.1
09X132,2016,4.9
09X132,2017,4.6
09X132,2018,17.9
09X132,2019,19.4
09X163,2013,8.8
09X163,2014,17.7
09X163,2015,22.1
09X163,2016,19.9
09X163,2017,15.3
09X163,2018,13.6
09X163,2019,20.8
09X199,2013,18.6
09X199,2014,20.6
09X199,2015,20.4
09X199,2016,19.4
09X199,2017,16.9
09X199,2018,29.1
09X199,2019,29.1
09X204,2013,27.3
09X204,2014,28.9
09X204,2015,34.1
09X204,2016,43.4
09X204,2017,49.2
09X204,2018,52.7
09X204,2019,57.3
09X215,2013,28.9
09X215,2014,23.4
09X215,2015,34
09X215,2016,23
09X215,2017,17.6
09X215,2018,22.8
09X215,2019,36.6
09X218,2013,20.8
09X218,2014,24
09X218,2015,24.4
09X218,2016,23.2
09X218,2017,28.6
09X218,2018,31.3
09X218,2019,35.9
09X219,2013,5.3
09X219,2014,2.5
09X219,2015,1
09X219,2016,3.1
09X219,2017,3.4
09X219,2018,10.1
09X219,2019,6.7
09X229,2013,9.6
09X229,2014,12.6
09X229,2015,4.3
09X229,2016,5.3
09X229,2017,7.3
09X229,2018,7
09X229,2019,4.4
09X231,2013,6.3
09X231,2014,3.3
09X231,2015,2.9
09X231,2016,7.6
09X231,2017,3.9
09X231,2018,13.4
09X231,2019,20.7
09X232,2013,13.5
09X232,2014,5.7
09X232,2015,7.3
09X232,2016,5.7
09X232,2017,11.4
09X232,2018,16.2
09X232,2019,17.8
09X236,2013,6
09X236,2014,17.9
09X236,2015,20
09X236,2016,22.6
09X236,2017,29.2
09X236,2018,34.2
09X236,2019,45.4
09X241,2013,17.3
09X241,2014,16.9
09X241,2015,18.4
09X241,2016,17.4
09X241,2017,19.4
09X241,2018,23.7
09X241,2019,23.2
09X274,2015,6.9
09X274,2016,17.3
09X274,2017,14.8
09X274,2018,14.1
09X274,2019,15.9
09X294,2015,36.3
09X294,2016,55
09X294,2017,78.1
09X294,2018,94.2
09X294,2019,90.1
09X303,2013,10.7
09X303,2014,15.7
09X303,2015,14.3
09X303,2016,15.4
09X303,2017,18.7
09X303,2018,26.9
09X303,2019,26.1
09X311,2015,9.1
09X311,2016,5.5
09X311,2017,18.9
09X311,2018,43.4
09X311,2019,45.3
09X313,2013,3
09X313,2014,5.6
09X313,2015,5.4
09X313,2016,8.5
09X313,2017,7.9
09X313,2018,11.2
09X313,2019,21.1
09X323,2013,12.2
09X323,2014,7.2
09X323,2015,10.7
09X323,2016,8.7
09X323,2017,8.7
09X323,2018,20
09X323,2019,18.3
09X324,2013,4
09X324,2014,5.7
09X324,2015,8.1
09X324,2016,10.7
09X324,2017,10.1
09X324,2018,14.5
09X324,2019,21.4
09X327,2013,42.3
09X327,2014,62.2
09X327,2015,52.1
09X327,2016,46.6
09X327,2017,42.3
09X327,2018,43.4
09X327,2019,57.6
09X328,2013,2.2
09X328,2014,4.4
09X328,2015,3.8
09X328,2016,8.2
09X328,2017,8.4
09X328,2018,10.4
09X328,2019,14.6
09X339,2013,3.6
09X339,2014,5.9
09X339,2015,3.9
09X339,2016,6
09X339,2017,8.9
09X339,2018,18
09X339,2019,20.5
09X350,2014,0
09X350,2015,1.1
09X350,2016,0
09X350,2017,1.2
09X350,2018,0
09X350,2019,2.6
09X361,2014,2.9
09X361,2015,6.7
09X361,2016,8.6
09X361,2017,7.1
09X361,2018,11.5
09X361,2019,14
09X413,2013,24.2
09X413,2014,28.5
09X413,2015,28
09X413,2016,38.3
09X413,2017,39.4
09X413,2018,31.2
09X413,2019,36.7
09X443,2013,9.6
09X443,2014,15.8
09X443,2015,13
09X443,2016,21.9
09X443,2017,25.1
09X443,2018,37.7
09X443,2019,39
09X449,2013,10.1
09X449,2014,18.9
09X449,2015,12.3
09X449,2016,11.9
09X449,2017,30.8
09X449,2018,34.2
09X449,2019,35
09X454,2013,20.4
09X454,2014,34.2
09X454,2015,35
09X454,2016,33.3
09X454,2017,31.1
09X454,2018,45.2
09X454,2019,51.7
09X457,2013,15
09X457,2014,23.9
09X457,2015,19.1
09X457,2016,24.9
09X457,2017,29
09X457,2018,31.7
09X457,2019,36.8
09X505,2013,19.4
09X505,2014,34.9
09X505,2015,37.3
09X505,2016,30
09X505,2017,30
09X505,2018,32.9
09X505,2019,36.8
09X555,2015,49.1
09X555,2016,39.3
09X555,2017,43.9
09X555,2018,52.8
09X555,2019,51.9
09X568,2013,24.4
09X568,2014,39.4
09X568,2015,41.7
09X568,2016,45.4
09X568,2017,30.5
09X568,2018,39.1
09X568,2019,40.5
09X593,2019,4
09X594,2019,5
10X003,2013,20.1
10X003,2014,26.9
10X003,2015,26.1
10X003,2016,29.7
10X003,2017,27
10X003,2018,30.4
10X003,2019,36
10X007,2013,42.8
10X007,2014,51.3
10X007,2015,47.1
10X007,2016,51.7
10X007,2017,47.2
10X007,2018,51.2
10X007,2019,49.8
10X008,2013,29.1
10X008,2014,32.5
10X008,2015,34.6
10X008,2016,33.9
10X008,2017,29.9
10X008,2018,26.4
10X008,2019,28.4
10X009,2013,13.1
10X009,2014,19.1
10X009,2015,20.2
10X009,2016,24.7
10X009,2017,25.6
10X009,2018,24.7
10X009,2019,33.2
10X015,2013,33.4
10X015,2014,42.3
10X015,2015,43.1
10X015,2016,40.1
10X015,2017,44.4
10X015,2018,55.3
10X015,2019,55.7
10X020,2013,16.8
10X020,2014,21.3
10X020,2015,17.8
10X020,2016,16.8
10X020,2017,18.4
10X020,2018,24.2
10X020,2019,26.8
10X023,2013,12.7
10X023,2014,6.2
10X023,2015,7.4
10X023,2016,12.7
10X023,2017,17.2
10X023,2018,13
10X023,2019,19.3
10X024,2013,51.6
10X024,2014,54.6
10X024,2015,56.2
10X024,2016,62.1
10X024,2017,61.8
10X024,2018,76
10X024,2019,73.5
10X032,2013,23.7
10X032,2014,27
10X032,2015,22
10X032,2016,27.2
10X032,2017,13.7
10X032,2018,15.1
10X032,2019,22.8
10X033,2013,10.3
10X033,2014,18
10X033,2015,18.6
10X033,2016,22.8
10X033,2017,29
10X033,2018,35.8
10X033,2019,25.9
10X037,2013,20.1
10X037,2014,22.9
10X037,2015,26.6
10X037,2016,32.3
10X037,2017,27.7
10X037,2018,28.6
10X037,2019,32.6
10X045,2013,9.3
10X045,2014,9
10X045,2015,6
10X045,2016,3.5
10X045,2017,4.3
10X045,2018,8.3
10X045,2019,11.8
10X046,2013,14.2
10X046,2014,15.5
10X046,2015,16.2
10X046,2016,19.6
10X046,2017,20.9
10X046,2018,21.4
10X046,2019,27
10X051,2013,25.6
10X051,2014,48.1
10X051,2015,30.3
10X051,2016,27.6
10X051,2017,28.8
10X051,2018,35.9
10X051,2019,31.6
10X054,2013,3.4
10X054,2014,10.3
10X054,2015,11.5
10X054,2016,10
10X054,2017,11.8
10X054,2018,9.2
10X054,2019,24.3
10X056,2013,38
10X056,2014,53.5
10X056,2015,50.3
10X056,2016,42.5
10X056,2017,43.6
10X056,2018,47.3
10X056,2019,55
10X059,2013,14.3
10X059,2014,18.1
10X059,2015,17.6
10X059,2016,14.5
10X059,2017,16.6
10X059,2018,22.1
10X059,2019,16.2
10X077,2018,35.3
10X077,2019,28.8
10X080,2013,3.4
10X080,2014,4.9
10X080,2015,5.9
10X080,2016,16
10X080,2017,12.1
10X080,2018,20.5
10X080,2019,23.7
10X081,2013,41.5
10X081,2014,49.6
10X081,2015,53.2
10X081,2016,64.9
10X081,2017,65.5
10X081,2018,68.4
10X081,2019,67.7
10X085,2013,7.1
10X085,2014,7
10X085,2015,8.2
10X085,2016,8.4
10X085,2017,12.4
10X085,2018,17.2
10X085,2019,24.1
10X086,2013,28.7
10X086,2014,40.3
10X086,2015,40.5
10X086,2016,42.5
10X086,2017,43.3
10X086,2018,42.6
10X086,2019,46.2
10X091,2013,22.3
10X091,2014,27.4
10X091,2015,27.1
10X091,2016,24.5
10X091,2017,25.2
10X091,2018,22.4
10X091,2019,29.1
10X094,2013,13
10X094,2014,12.7
10X094,2015,14.2
10X094,2016,13.6
10X094,2017,12.8
10X094,2018,14.4
10X094,2019,14.5
10X095,2013,20.1
10X095,2014,19.5
10X095,2015,18.7
10X095,2016,18.6
10X095,2017,20.8
10X095,2018,25.2
10X095,2019,30.2
10X118,2013,31
10X118,2014,31.8
10X118,2015,30.5
10X118,2016,35.9
10X118,2017,33.2
10X118,2018,35.1
10X118,2019,41.3
10X141,2013,33.2
10X141,2014,34
10X141,2015,43.4
10X141,2016,43.8
10X141,2017,37.5
10X141,2018,41.7
10X141,2019,53.6
10X159,2013,21.2
10X159,2014,29.1
10X159,2015,22.3
10X159,2016,23
10X159,2017,31.8
10X159,2018,29.5
10X159,2019,23.5
10X205,2013,23.7
10X205,2014,29
10X205,2015,24.6
10X205,2016,18.8
10X205,2017,20.1
10X205,2018,26.1
10X205,2019,37.5
10X206,2013,7
10X206,2014,6.3
10X206,2015,5.8
10X206,2016,10.7
10X206,2017,12.4
10X206,2018,15.1
10X206,2019,26.3
10X207,2019,19.4
10X225,2013,13.5
10X225,2014,17.9
10X225,2015,21.1
10X225,2016,16.9
10X225,2017,24.1
10X225,2018,21.1
10X225,2019,25
10X226,2013,8.5
10X226,2014,15.7
10X226,2015,19.6
10X226,2016,18.1
10X226,2017,19.7
10X226,2018,23.3
10X226,2019,23
10X228,2013,26.1
10X228,2014,26.3
10X228,2015,30.7
10X228,2016,27.6
10X228,2017,39.4
10X228,2018,51.5
10X228,2019,47.9
10X243,2013,3.8
10X243,2014,3.6
10X243,2015,11.9
10X243,2016,8.2
10X243,2017,14.9
10X243,2018,11.8
10X243,2019,8.5
10X244,2013,22.8
10X244,2014,20.8
10X244,2015,22.7
10X244,2016,23.1
10X244,2017,22.8
10X244,2018,21.2
10X244,2019,24.9
10X246,2013,12.4
10X246,2014,20.4
10X246,2015,17.9
10X246,2016,17
10X246,2017,18.2
10X246,2018,18.4
10X246,2019,23
10X254,2013,15.4
10X254,2014,17.1
10X254,2015,13.7
10X254,2016,16.4
10X254,2017,12.6
10X254,2018,20.1
10X254,2019,21.2
10X279,2013,9.8
10X279,2014,14.8
10X279,2015,16.2
10X279,2016,20.5
10X279,2017,17.8
10X279,2018,25.8
10X279,2019,31
10X280,2013,21.1
10X280,2014,29.9
10X280,2015,33.4
10X280,2016,32.2
10X280,2017,34.5
10X280,2018,35.2
10X280,2019,43.8
10X291,2013,27.1
10X291,2014,30.7
10X291,2015,32.9
10X291,2016,37.6
10X291,2017,33.2
10X291,2018,36.3
10X291,2019,33.3
10X306,2013,15.3
10X306,2014,14.4
10X306,2015,17.8
10X306,2016,17
10X306,2017,18.8
10X306,2018,23.3
10X306,2019,27.8
10X307,2013,34.9
10X307,2014,32.6
10X307,2015,23.6
10X307,2016,22.2
10X307,2017,21.3
10X307,2018,25.7
10X307,2019,26.2
10X308,2013,14.5
10X308,2014,28.9
10X308,2015,28.7
10X308,2016,11.7
10X308,2017,27.4
10X308,2018,22.5
10X308,2019,33.7
10X310,2013,23.8
10X310,2014,33
10X310,2015,27.1
10X310,2016,28.7
10X310,2017,26.5
10X310,2018,32.4
10X310,2019,40.3
10X315,2013,23.8
10X315,2014,38.3
10X315,2015,36.7
10X315,2016,34.9
10X315,2017,24.6
10X315,2018,29
10X315,2019,26.8
10X331,2013,5.1
10X331,2014,7
10X331,2015,6.3
10X331,2016,10.1
10X331,2017,13
10X331,2018,26.8
10X331,2019,26.5
10X340,2013,25.5
10X340,2014,30.5
10X340,2015,25.9
10X340,2016,21.8
10X340,2017,17.7
10X340,2018,25.7
10X340,2019,26.3
10X342,2013,8.2
10X342,2014,7.7
10X342,2015,9.7
10X342,2016,8.2
10X342,2017,8.5
10X342,2018,11.4
10X342,2019,14.7
10X344,2013,36.2
10X344,2014,50.4
10X344,2015,51.9
10X344,2016,48.9
10X344,2017,45.6
10X344,2018,48.6
10X344,2019,52.9
10X360,2013,12.9
10X360,2014,13.5
10X360,2015,11.9
10X360,2016,14.4
10X360,2017,14.9
10X360,2018,22.2
10X360,2019,25.4
10X363,2013,1.8
10X363,2014,2.5
10X363,2015,5.8
10X363,2016,5.5
10X363,2017,5.5
10X363,2018,10.2
10X363,2019,15.7
10X368,2013,9.8
10X368,2014,10.4
10X368,2015,13.6
10X368,2016,19.4
10X368,2017,17.4
10X368,2018,26.6
10X368,2019,30.4
10X382,2013,18
10X382,2014,20.4
10X382,2015,15.8
10X382,2016,25.7
10X382,2017,24.6
10X382,2018,22.3
10X382,2019,22.7
10X386,2013,25
10X386,2014,24.5
10X386,2015,16.4
10X386,2016,15.1
10X386,2017,13.7
10X386,2018,15.2
10X386,2019,18.1
10X390,2013,10.3
10X390,2014,14
10X390,2015,9.3
10X390,2016,9
10X390,2017,14.8
10X390,2018,22.6
10X390,2019,26.7
10X391,2013,4.3
10X391,2014,7.4
10X391,2015,4.6
10X391,2016,8.2
10X391,2017,6.1
10X391,2018,7.8
10X391,2019,12.9
10X396,2013,15.4
10X396,2014,22.5
10X396,2015,22.9
10X396,2016,19.7
10X396,2017,18.1
10X396,2018,15.3
10X396,2019,24.6
10X447,2013,13.2
10X447,2014,16.5
10X447,2015,18.8
10X447,2016,23
10X447,2017,20.2
10X447,2018,26.6
10X447,2019,37.4
10X459,2013,8.8
10X459,2014,4.5
10X459,2015,0.9
10X459,2016,2.3
10X459,2017,2
10X459,2018,5.4
10X459,2019,6.7
11X016,2013,14.2
11X016,2014,26.4
11X016,2015,20.2
11X016,2016,18.9
11X016,2017,16.3
11X016,2018,24.7
11X016,2019,30.9
11X019,2013,41.7
11X019,2014,51
11X019,2015,49.4
11X019,2016,46.9
11X019,2017,50.2
11X019,2018,57.2
11X019,2019,61.9
11X021,2013,12.3
11X021,2014,17.2
11X021,2015,17.5
11X021,2016,16.1
11X021,2017,12.9
11X021,2018,21.9
11X021,2019,19.2
11X041,2013,18.7
11X041,2014,27.4
11X041,2015,30.4
11X041,2016,26.3
11X041,2017,36.2
11X041,2018,38.9
11X041,2019,38.2
11X068,2013,20.4
11X068,2014,23.4
11X068,2015,22.1
11X068,2016,22.4
11X068,2017,25.6
11X068,2018,37.4
11X068,2019,47.5
11X076,2013,13.2
11X076,2014,29.1
11X076,2015,21.3
11X076,2016,17.6
11X076,2017,18.9
11X076,2018,17.9
11X076,2019,15.2
11X078,2013,13.7
11X078,2014,14.2
11X078,2015,16.1
11X078,2016,22.4
11X078,2017,22.2
11X078,2018,23.6
11X078,2019,24.2
11X083,2013,34.3
11X083,2014,33.7
11X083,2015,36.2
11X083,2016,38.8
11X083,2017,36.9
11X083,2018,40.4
11X083,2019,43
11X087,2013,21.6
11X087,2014,23.2
11X087,2015,26.9
11X087,2016,27.7
11X087,2017,23.4
11X087,2018,36.4
11X087,2019,33.1
11X089,2013,15.4
11X089,2014,15.5
11X089,2015,15.4
11X089,2016,26
11X089,2017,29.6
11X089,2018,29.1
11X089,2019,34.6
11X096,2013,20.2
11X096,2014,38.9
11X096,2015,33.9
11X096,2016,31.9
11X096,2017,30.9
11X096,2018,36.9
11X096,2019,28.7
11X097,2013,33.7
11X097,2014,28.4
11X097,2015,38.3
11X097,2016,39.3
11X097,2017,34.6
11X097,2018,36.2
11X097,2019,45.5
11X103,2013,7.7
11X103,2014,15.8
11X103,2015,18.4
11X103,2016,17.2
11X103,2017,20.1
11X103,2018,21.4
11X103,2019,29.1
11X105,2013,20.5
11X105,2014,27.6
11X105,2015,28
11X105,2016,37.1
11X105,2017,38.8
11X105,2018,32.5
11X105,2019,25.2
11X106,2013,34.7
11X106,2014,35.3
11X106,2015,37.8
11X106,2016,36.5
11X106,2017,38.7
11X106,2018,41.1
11X106,2019,42.9
11X108,2013,34.7
11X108,2014,51.7
11X108,2015,45.6
11X108,2016,51.6
11X108,2017,50.8
11X108,2018,51.9
11X108,2019,55.2
11X111,2013,13.2
11X111,2014,15.3
11X111,2015,13.6
11X111,2016,10.9
11X111,2017,11.9
11X111,2018,30.5
11X111,2019,21.4
11X112,2013,2.2
