,dbn,4yr_pct_ch,6yr_pct_ch,is_co_located,borough_code,economic_need_index_y,total_enrollment,disability,ell,poverty
267,18K566,0.684,0.76426799,TRUE,K,0.799,-0.313131313,-0.989219512,0.597402597,-0.107981221
268,18K567,0.732788798,0.744419643,TRUE,K,0.843,-0.157107232,-0.991168224,-0.425531915,-0.054748603
269,18K569,0.950863214,0.801560758,TRUE,K,0.8,-0.100694444,-0.985627907,-0.101449275,-0.028103044
270,18K576,1.099363057,0.99219621,TRUE,K,0.793,-0.075301205,-0.989658537,1.458333333,-0.012531328
271,18K578,1.281045752,0.882917466,TRUE,K,0.8,-0.061452514,-0.986462882,0.9,-0.014510278
272,18K617,0.807416268,0.996277916,TRUE,K,0.782,-0.335463259,-0.988653846,-0.171875,-0.036674817
273,18K629,0.913043478,0.988721805,TRUE,K,0.767,-0.187702265,-0.991365462,0.135135135,-0.042067308
274,18K633,1.063276836,1.035827187,TRUE,K,0.772,0.029478458,-0.988914729,1.12,-0.065005417
275,18K635,0.123287671,0.706293706,TRUE,K,0.727,-0.005208333,-0.983377483,-0.322580645,0.102631579
277,18K637,0.691513761,0.966704937,TRUE,K,0.801,0.092857143,-0.991284404,0.478873239,0.00875
278,18K642,0.996965099,0.996163683,TRUE,K,0.843,-0.330128205,-0.989562842,0.929292929,0.147315855
279,18K673,0.508,0.661861075,FALSE,K,0.835,0.048128342,-0.978601036,3.181818182,0.033548387
280,19K404,0.773064687,0.847046414,TRUE,K,0.85,0.079681275,-0.984465409,0.666666667,0.098360656
281,19K409,0.881987578,0.949186992,TRUE,K,0.846,0.091880342,-0.978971963,1.384615385,0.005882353
282,19K502,0.8,0.949668874,TRUE,K,0.856,-0.091216216,-0.988211679,-0.117647059,0
283,19K504,0.867579909,1.046199702,TRUE,K,0.877,-0.332378223,-0.988314176,0.546391753,0.028025478
284,19K507,0.759358289,1.034682081,TRUE,K,0.879,-0.114485981,-0.987593583,6.565217391,-0.05483871
285,19K510,0.888586957,1.035422343,TRUE,K,0.896,-0.355987055,-0.988691099,1.147058824,0.076388889
286,19K583,0.354320988,0.7,TRUE,K,0.95,-0.071428571,-0.99375,-0.077253219,-0.03907075
287,19K615,0.957507082,1.029224905,FALSE,K,0.809,-0.387317909,-0.987246377,0.692307692,0.080753701
288,19K618,0.537656904,0.901390645,TRUE,K,0.799,0.011363636,-0.990215517,-0.140186916,0.054658385
289,19K639,0.700141443,0.940085592,TRUE,K,0.911,0.200549451,-0.991165919,0.607734807,0.012716763
290,19K659,0.553864169,0.895890411,TRUE,K,0.858,-0.059459459,-0.988666667,-0.21875,0.03712036
291,19K660,0.771908764,0.982954545,TRUE,K,0.912,-0.144708423,-0.989522388,0.4875,0.060810811
292,19K683,1.188841202,1.036948749,TRUE,K,0.914,-0.145631068,-0.991045455,1.8,0.025551684
293,20K445,0.876447876,0.862950058,FALSE,K,0.823,0.035098156,-0.99047619,-0.094339623,0.072083879
294,20K485,0.914379802,0.951965066,TRUE,K,0.771,-0.067022087,-0.992282158,0.2,-0.057810578
295,20K490,0.880503145,0.933090024,FALSE,K,0.754,0.078758397,-0.989861111,-0.252525253,0.158982512
296,20K505,0.851094891,0.924479167,FALSE,K,0.873,0.054313099,-0.988731343,-0.20718232,0.003685504
297,21K337,0.816129032,0.887811634,TRUE,K,0.95,0.057971014,-0.99173913,0.008,-0.061422414
298,21K344,1.016905072,1.104438642,TRUE,K,0.839,0.19729207,-0.990523256,0.710526316,0.285714286
300,21K348,1.038571429,0.903402854,TRUE,K,0.849,-0.167182663,-0.987595628,2.34,-0.084158416
301,21K410,0.805288462,0.95608532,TRUE,K,0.841,-0.205793342,-0.988041958,-0.068027211,0.25147929
302,21K468,0.94611399,0.981538462,TRUE,K,0.691,0.277676951,-0.987986577,0.533333333,-0.065246338
303,21K525,0.931818182,0.966063348,TRUE,K,0.664,-0.114648097,-0.988152866,0.113924051,0.219739292
304,21K540,0.935687264,0.952764977,TRUE,K,0.829,0.135260712,-0.988717949,-0.258196721,-0.024940618
305,21K559,0.971215352,1.013029316,TRUE,K,0.844,0.069230769,-0.989114583,3.64516129,-0.036322361
306,21K572,0.866050808,0.929705215,TRUE,K,0.779,0.402173913,-0.987705882,-0.166666667,-0.037641154
307,21K620,0.816599732,0.921446384,FALSE,K,0.847,-0.287735849,-0.986654804,0.680851064,-0.017797553
308,21K690,0.949494949,0.930803571,FALSE,K,0.783,0.026607539,-0.9885,0.295081967,0.048941799
309,21K728,1,0.83632287,FALSE,K,0.894,0.137755102,-0.959278351,4.4,0.055147059
310,22K405,0.905218317,0.977564103,FALSE,K,0.668,0.045653856,-0.978103448,-0.236842105,0.497959184
311,22K425,0.916461916,0.916853933,FALSE,K,0.663,0.269394435,-0.987874016,-0.032,0.172684458
312,22K535,0.993814433,0.99389002,TRUE,K,0.455,-0.065965583,-0.986,-0.3,0.047008547
313,23K493,0.707750953,0.93375,TRUE,K,0.845,-0.211886305,-0.98864486,0.722222222,-0.059440559
314,23K514,0.665505226,0.949086162,TRUE,K,0.891,-0.573170732,-0.987261411,1,0.074030552
315,23K643,0.718146718,0.940042827,TRUE,K,0.865,-0.01010101,-0.9840625,0.64,0.192307692
316,23K647,2.102739726,0.963636364,TRUE,K,0.897,0.015957447,-0.964257426,2.625,0.048974943
317,23K697,1.032716927,1.124,TRUE,K,0.95,-0.644104803,-0.974352941,4,0.161856964
318,24Q264,0.937434828,0.988589212,TRUE,Q,0.712,0.449678801,-0.989568966,-0.242424242,0.024721879
319,24Q267,0.831756046,0.98414496,TRUE,Q,0.767,-0.03087886,-0.989135802,-0.34,0.012953368
320,24Q293,0.919125683,0.926501035,TRUE,Q,0.805,0.426048565,-0.990773481,-0.220930233,0.016129032
321,24Q296,0.495778046,0.842511013,TRUE,Q,0.95,0.179836512,-0.991818182,-0.129105323,-0.150276243
322,24Q299,0.970588235,0.986,TRUE,Q,0.453,0.061666667,-0.877142857,0,0.019565217
323,24Q455,0.830344828,0.891963109,TRUE,Q,0.825,-0.201060752,-0.987217391,-0.249211356,0.074482759
324,24Q485,0.892053973,0.976290098,TRUE,Q,0.78,-0.099518459,-0.987546012,-0.251082251,-0.013351135
325,24Q520,0.59311981,0.870454545,TRUE,Q,0.784,0.024242424,-0.988085106,2,0.317708333
326,24Q530,0.837670384,0.930394432,TRUE,Q,0.867,0.031809145,-0.986875,-0.168956044,0.309222423
327,24Q550,0.869022869,0.979635584,FALSE,Q,0.766,-0.122886133,-0.988521127,-0.293103448,0.235099338
328,24Q560,0.864919355,0.950617284,FALSE,Q,0.61,0.034865293,-0.986833333,-0.615384615,-0.111111111
329,24Q600,0.979318735,0.98536036,FALSE,Q,0.8,-0.035006605,-0.98584,0.1875,0.012941176
330,24Q610,0.904123711,1.35243553,FALSE,Q,0.684,-0.074854325,-0.979402985,-1.33E-16,0.248565966
331,24Q744,1.683333333,0.935344828,TRUE,Q,0.767,0.111111111,-0.968333333,6.6,0.13480055
332,25Q252,0.94661191,0.985815603,TRUE,Q,0.579,0.011864407,-0.98858156,0.363636364,-0.008756567
333,25Q263,1.089922481,1.169889503,TRUE,Q,0.95,0.089805825,-0.99,-0.00462963,-0.061664954
334,25Q281,0.96350365,0.979529171,TRUE,Q,0.684,0.035769829,-0.988429752,-0.528571429,-0.055155875
335,25Q285,0.938335046,0.937,TRUE,Q,0.467,-0.004926108,-0.991013825,2.6,0.201646091
336,25Q425,0.856403622,0.929542645,FALSE,Q,0.773,-0.077915099,-0.98766129,-0.25,0.028649386
337,25Q460,0.764705882,1.005763689,TRUE,Q,0.81,-0.406562625,-0.990666667,-0.005076142,0.125173853
338,25Q525,1.003009027,1.004016064,TRUE,Q,0.413,0.059079062,-0.854,inf,-0.017681729
339,25Q540,1.644927536,1.398907104,FALSE,Q,0.784,0.085635359,-0.981428571,0.4375,0.059920107
340,25Q670,0.891186072,1.031034483,FALSE,Q,0.733,-0.01459854,-0.991698113,-0.3671875,-0.03030303
341,25Q792,1.527777778,1.283687943,FALSE,Q,0.708,-0.201970443,-0.994294479,1.066666667,0.181818182
342,26Q415,0.955752212,0.972399151,FALSE,Q,0.545,-0.054024256,-0.986666667,-0.214285714,0.206463196
343,26Q430,0.956810631,0.965442765,TRUE,Q,0.614,0.101034993,-0.988661417,-0.277372263,-0.077025232
344,26Q435,0.663316583,0.834874505,TRUE,Q,0.718,-0.450858779,-0.98773913,0.247863248,0.15327381
345,26Q495,0.945641026,0.964574899,FALSE,Q,0.562,-0.116013576,-0.98837037,0.267857143,-0.005449591
346,26Q566,0.959139785,0.963917526,TRUE,Q,0.477,-0.130584192,-0.990360825,0.142857143,-0.033639144
347,27Q260,1.085774059,1.091680815,TRUE,Q,0.919,-0.220873786,-0.986648352,4.262295082,0.035805627
348,27Q262,0.932475884,0.968879668,TRUE,Q,0.69,0.677570093,-0.989469697,0.571428571,-0.036437247
349,27Q302,0.77188656,0.796875,TRUE,Q,0.831,0.49378882,-0.98862069,0.292857143,-0.107317073
350,27Q308,0.983660131,0.945807771,TRUE,Q,0.612,0.026755853,-0.987086093,0.210526316,-0.092250923
351,27Q309,0.959881129,0.9407314,TRUE,Q,0.865,0.063391442,-0.99006135,0.988888889,0.065491184
352,27Q323,1,1,FALSE,Q,0.357,0.046288907,-0.77,inf,-0.182835821
353,27Q400,0.458479532,0.861428571,TRUE,Q,0.738,-0.561547479,-0.989732143,-0.13559322,0.155195682
354,27Q475,0.851470588,0.930201342,TRUE,Q,0.8,-0.27505618,-0.991169591,0.010309278,-0.016806723
355,27Q480,0.636919315,0.823076923,TRUE,Q,0.781,-0.121916843,-0.990612245,-0.342245989,-0.087400681
357,27Q650,0.998982706,0.994934144,TRUE,Q,0.568,0.155391121,-0.983131313,3,0.03930131
358,28Q284,0.977225673,0.986,TRUE,Q,0.526,0.079391892,-0.984189189,-0.285714286,-0.02875817
359,28Q310,0.966019417,0.915957447,TRUE,Q,0.739,0.038639876,-0.989647887,-0.063829787,-0.004550626
360,28Q338,0.417112299,0.700636943,TRUE,Q,0.757,-0.157480315,-0.98816092,6,0.018050542
361,28Q350,1.040525739,1.080590238,TRUE,Q,0.701,0.21969697,-0.98625,0.378787879,-0.094645081
362,28Q440,0.997693195,0.974495218,FALSE,Q,0.621,-0.025,-0.985882353,0.232876712,0.164362519
363,28Q505,0.919334187,1.015,FALSE,Q,0.767,-0.043330238,-0.988910891,0.211267606,0.027261462
364,28Q620,0.903575298,0.944680851,FALSE,Q,0.628,0.025830258,-0.987719298,0.846153846,-0.053846154
365,28Q680,1.011482255,1.00203666,TRUE,Q,0.577,-0.144266338,-0.978870968,0.5,-0.206711409
366,28Q687,0.99,1,FALSE,Q,0.507,0.145584726,inf,,-0.003210273
367,28Q690,0.937576499,0.985244041,TRUE,Q,0.732,-0.300884956,-0.988820513,1.869565217,0.115549215
368,28Q896,0.865248227,0.949392713,FALSE,Q,0.626,0.009009009,-0.988016529,0.285714286,0.50931677
369,29Q248,0.814070352,0.907563025,TRUE,Q,0.717,-0.404301075,-0.988591549,1.441860465,0.107883817
370,29Q259,0.892857143,1.06884058,TRUE,Q,0.556,0.039076377,-0.988993289,-0.2,-0.007968127
371,29Q265,1.003575685,1.015151515,TRUE,Q,0.651,-0.120833333,-0.989943503,0.1875,-0.036708861
372,29Q272,1.126760563,1.057803468,TRUE,Q,0.647,-0.21686747,-0.984181818,-0.041666667,-0.050599201
373,29Q283,0.906426156,0.862318841,TRUE,Q,0.593,0.067049808,-0.989668874,2.727272727,-0.02300406
374,29Q492,0.939106901,1.004920049,TRUE,Q,0.753,-0.036057692,-0.98969697,1.866666667,0.009791922
375,29Q498,0.871886121,1.060723514,TRUE,Q,0.726,-0.274853801,-0.989876543,2.290322581,0.137931034
376,30Q286,0.951,1.001025641,FALSE,Q,0.697,0.003472222,-0.982696629,-0.114285714,-0.047794118
377,30Q301,0.988752556,0.985887097,TRUE,Q,0.617,0.165957447,-0.988508287,0.384615385,-0.046715328
378,30Q445,0.869853918,0.961587708,FALSE,Q,0.818,-0.1294252,-0.988582677,-0.041916168,0.163911846
379,30Q450,0.771131339,0.952445652,TRUE,Q,0.827,-0.126090404,-0.989509202,-0.192307692,0.05964467
380,30Q501,1.001062699,1.017453799,TRUE,Q,0.355,0.125661376,-0.964807692,0.5,-0.134517766
381,30Q502,0.87664042,0.936579841,TRUE,Q,0.786,0.060869565,-0.988101266,-0.364485981,-0.035670357
382,30Q555,1.016081871,0.935757576,TRUE,Q,0.95,-0.147470398,-0.988181818,-0.148105626,-0.015250545
383,30Q575,0.952479339,1.01875,TRUE,Q,0.552,0.265432099,-0.990833333,-0.515151515,-0.139534884
384,30Q580,0.99898167,1,FALSE,Q,0.441,0.114,-0.846666667,inf,-0.006726457
385,31R047,0.967,0.967,TRUE,R,0.404,-0.075901328,-0.990552147,-0.5,0.148401826
386,31R064,0.852090032,0.906218145,TRUE,R,0.442,-0.100642398,-0.987012987,2.5,-0.029411765
387,31R080,0.976719577,0.971252567,TRUE,R,0.497,0.051886792,-0.98742616,0,-0.044534413
388,31R440,0.857819905,0.95215311,TRUE,R,0.565,0.136064375,-0.988041237,0,0.069084629
389,31R445,0.832409972,0.924731183,TRUE,R,0.763,-0.128205128,-0.988834586,0.854545455,0.170658683
390,31R450,0.996207332,1.018891688,FALSE,R,0.747,0.033388982,-0.99010582,0.5,0.029490617
391,31R455,0.899022801,0.969465649,TRUE,R,0.348,-0.066464493,-0.98627451,0.9,0.167741935
392,31R460,0.918274688,0.948775056,FALSE,R,0.53,-0.007801214,-0.989054726,0.03125,0.005263158
393,31R470,1.539007092,0.941074523,FALSE,R,0.858,0.053254438,-0.985955882,1.833333333,0.344497608
394,31R600,0.810626703,0.836124402,FALSE,R,0.752,0.313291139,-0.987104247,1.464285714,0.063037249
395,31R605,0.996,1,FALSE,R,0.378,0.08097166,-0.987272727,-1,0.353312303
396,32K403,1.051675978,1.058290155,TRUE,K,0.94,-0.178977273,-0.993112033,0.336787565,0.321888412
397,32K545,0.841596131,1.0505689,FALSE,K,0.903,-0.101364522,-0.987487437,-0.058823529,-0.05483871
398,32K549,0.758241758,0.909323116,TRUE,K,0.944,-0.199519231,-0.98965,1.47826087,0.121751026
399,32K552,0.616522811,0.714805825,TRUE,K,0.899,-0.083067093,-0.99147482,-0.069444444,-0.07253886
400,32K554,0.987792472,0.996919918,FALSE,K,0.698,0.3003003,-0.974561404,1.133333333,-0.106593407
401,32K556,0.904392765,0.943069307,FALSE,K,0.94,-0.063535912,-0.988047619,0.69375,-0.006276151
402,32K564,0.491803279,0.932346723,TRUE,K,0.904,-0.347560976,-0.976131387,2.095238095,0.348091603
